includes	42
economic	176
adviser	85
Gary	7
Cohn	8
former	522
Kevin	22
Warsh	3
administration	346
unlikely	31
helping	25
lead	102
efforts	132
push	66
big	58
tax	392
cut	100
package	32
chances	25
appeared	60
media	208
reports	67
running	55
As	89
recently	50
indicated	20
still	194
although	55
suggested	49
interested	6
making	107
mark	16
lot	55
recent	153
mean	40
somebody	12
thinking	17
Fox	55
News	80
Channel	7
In	415
separate	48
interview	108
Business	25
Network	8
aired	8
earlier	141
consider	48
either	51
nominated	16
chaired	7
2014	115
term	79
expires	10
February	42
Whoever	2
need	157
confirmed	74
looking	52
trip	53
Asia	75
Nov	150
3	150
choice	42
time	326
go	146
confirmation	53
Representatives	104
Speaker	47
Paul	72
Ryan	87
Tuesday	422
condemned	18
visit	137
Cuba	46
dictatorship	8
Cuban	30
Raul	4
Castro	10
remarks	63
historic	26
Havana	17
marked	26
clashes	25
American	230
leaders	202
human	109
rights	234
abuses	27
LOS	5
ANGELES	5
Comedian	2
Kathy	2
Griffin	15
apologized	12
press	68
conference	122
posing	4
fake	11
severed	4
depicting	3
felt	22
career	11
broke	31
lost	60
jobs	71
co	49
-host	3
CNN	26
Year	5
Eve	4
coverage	43
journalist	14
Anderson	3
Cooper	12
photograph	5
video	53
shoot	6
image	22
mask	2
sick	3
family	122
especially	51
youngest	3
son	51
11	67
-year	178
-old	111
Barron	2
oldest	8
Jr	11
called	292
employers	14
drop	25
comedian	5
think	194
going	211
honest	9
56	9
two	568
-time	19
-winning	4
performer	3
known	102
deliberately	8
provocative	14
brand	13
humor	5
added	184
received	67
death	56
threats	36
reiterated	18
apology	3
posted	40
late	149
defiant	5
afraid	9
bully	3
adding	105
intended	28
continue	120
jokes	3
woman	36
often	77
deal	277
older	9
white	43
men	71
positions	37
power	192
What	42
happening	8
never	92
happened	33
ever	47
history	58
great	72
country	450
sitting	12
United	690
States	591
grown	14
children	91
first	380
lady	13
personally	9
feel	32
trying	97
life	61
forever	3
photo	19
mock	2
comments	99
anchor	4
Megyn	4
Kelly	27
blood	19
coming	65
eyes	4
wherever	4
debate	112
remark	7
widely	34
interpreted	6
referring	55
menstrual	2
mood	8
At	75
daily	22
briefing	59
Sean	15
Spicer	15
Secret	5
Service	19
views	40
spokeswoman	89
criticized	77
Twitter	159
appearance	17
nervous	6
breakdown	3
responsible	28
security	293
opened	26
inquiry	20
-head	6
replica	3
Massachusetts	18
officials	368
badly	12
misunderstood	2
research	37
justify	11
withdrawing	6
Paris	50
Climate	3
Agreement	17
announced	77
decided	41
pull	11
climate	77
reduce	47
global	110
temperatures	4
enough	85
significant	38
impact	59
Even	32
implemented	7
full	75
total	49
compliance	13
nations	41
estimated	40
produce	14
degree	11
Celsius	3
reduction	9
temperature	2
2100	3
tiny	5
amount	24
claim	25
attributed	6
conducted	40
MIT	4
documents	48
seen	137
university	17
published	53
study	29
2016	152
How	13
difference	8
showing	32
countries	222
pledges	7
warming	12
slow	16
0	32
6	83
1	243
degrees	6
MORE	3
World	44
save	9
environment	34
despite	64
quit	17
advisory	10
councils	3
asks	4
Supreme	140
Court	191
revive	12
travel	93
ban	128
We	487
certainly	16
support	333
withdrawal	21
researcher	4
Joint	14
Program	4
Science	7
Policy	12
Global	13
Change	5
authors	2
If	174
5	139
catastrophic	5
-director	2
program	130
scientists	14
contact	24
offered	54
chance	36
explain	9
work	231
accord	17
reached	56
nearly	105
200	43
meant	31
limit	46
mainly	21
carbon	22
dioxide	8
emissions	33
burning	14
fossil	4
fuels	5
Under	54
pact	34
world	168
second	123
biggest	60
behind	76
China	521
committed	44
26	41
percent	474
28	34
2005	23
levels	35
2025	7
defended	19
use	163
findings	19
consensus	13
environmental	45
community	66
elsewhere	19
dispute	36
latest	79
round	33
years	375
-long	21
politicians	44
interpret	7
facts	11
effects	11
translate	2
policy	220
cast	38
doubt	23
science	11
change	153
hoax	4
perpetrated	4
weaken	7
business	164
MOSCOW	33
Russian	223
Vladimir	47
Putin	89
normalization	5
Russia	282
-U	11
ties	100
-elect	72
When	65
asked	125
counterpart	23
appoint	8
members	217
team	109
simple	14
stark	2
message	63
gathered	33
amid	37
worries	13
rising	31
protectionism	4
fair	41
means	62
tit	3
-for	5
-tat	3
tariffs	21
Speaking	29
bankers	6
hours	62
formal	36
start	83
International	60
Monetary	10
Fund	20
Bank	32
spring	11
meetings	42
National	162
Economic	18
Council	67
Director	29
prepared	33
get	181
tougher	26
arena	4
insist	8
tariff	4
product	13
prefer	7
believes	17
treat	9
reciprocal	3
fashion	2
Asked	42
Finance	31
international	133
counterparts	7
taken	84
advantage	26
care	49
America	119
prosperity	8
growth	79
treated	21
fairly	9
Earlier	39
signed	58
directive	6
steel	28
imports	28
restricted	11
national	189
reasons	27
law	347
passed	82
1962	2
Such	24
moves	27
review	77
Buy	4
launched	63
raised	70
concerns	94
outside	93
Trade	35
Organization	29
restrict	8
IMF	10
Christine	3
Lagarde	3
needed	98
done	70
trading	27
system	124
fairer	2
expressed	71
willingness	10
improve	32
WTO	4
settlement	20
well	182
government	825
subsidies	19
tackle	12
working	118
practices	19
protectionist	9
measures	73
avoided	12
From	14
various	26
contacts	22
far	149
reason	39
believe	86
progress	52
cooperate	19
together	76
order	154
indeed	4
plan	183
taxes	66
releasing	7
fuel	27
risk	42
debt	101
alongside	22
Treasury	67
Secretary	134
Steven	19
Mnuchin	38
soon	67
predicted	9
But	394
details	86
shed	2
include	64
controversial	22
border	160
-tax	3
component	4
sweeping	27
create	42
pay	86
Separately	10
Jim	26
Yong	3
Kim	44
plug	7
encouraged	18
engagement	6
multilateral	3
lender	2
commitment	26
financing	16
energy	91
projects	39
particular	21
see	163
evidence	89
organization	47
insisted	15
anti	100
pledge	26
dropped	25
Group	34
communique	3
issued	55
Germany	107
Prasad	3
department	54
choose	22
simply	21
ignore	8
advice	11
institutions	23
little	81
leverage	14
limited	35
analysis	28
persuasion	2
professor	29
Cornell	6
naming	7
currency	33
removed	18
concern	56
WEST	3
PALM	4
BEACH	6
Fla	7
Sunday	156
unfortunate	6
Palestinians	23
declining	13
Vice	42
Pence	47
upcoming	8
region	152
aftermath	6
recognize	12
Jerusalem	77
Israel	111
capital	132
Palestinian	46
Authority	11
walking	5
away	83
opportunity	41
remains	58
help	198
achieve	23
peace	90
Israelis	8
hard	76
putting	26
Jarrod	2
deputy	64
chief	166
committee	107
swiftly	6
nominees	18
commerce	7
transportation	8
secretaries	2
voice	19
signaling	4
face	101
resistance	12
approval	56
Members	14
Commerce	24
Transportation	6
Committee	170
voiced	17
objections	5
nominations	7
billionaire	34
investor	10
Wilbur	10
Ross	24
79	5
veteran	19
administrator	8
Elaine	4
Chao	7
63	9
Republicans	309
single	33
contrast	15
-10	3
Foreign	103
Relations	22
advance	29
Exxon	5
Officer	8
Rex	43
Tillerson	98
All	33
panel	51
voted	52
corporate	51
turnaround	2
expert	19
fortune	4
investing	4
distressed	3
textile	2
auto	7
parts	48
take	243
shaping	6
These	33
aimed	58
manufacturers	11
renegotiating	5
North	378
NAFTA	35
pursuing	7
bilateral	37
deals	54
cancel	9
12	61
-country	2
Trans	12
-Pacific	40
Partnership	14
play	30
key	82
significantly	8
raise	50
spending	72
infrastructure	71
roads	16
bridges	7
initiative	18
strong	67
many	250
DUBAI	10
Islamist	57
militant	53
Al	30
Qaeda	19
Arabian	4
Peninsula	9
AQAP	3
militants	87
ranks	9
reversed	12
decades	87
recognized	12
carried	38
monitoring	16
Yemen	54
result	67
steps	44
Gulf	17
Arab	60
Muslim	98
sees	27
cause	36
serious	52
events	25
stand	41
people	715
Palestine	3
possess	3
Addressing	3
ready	59
urged	73
Muslims	76
money	127
weapons	72
God	23
forbid	2
tomorrow	9
holiest	6
places	25
Mecca	10
sold	18
find	64
defend	28
formed	11
2009	29
merger	4
al	186
Saudi	130
Yemeni	9
branches	7
regarded	5
dangerous	24
network	37
founded	12
Osama	5
bin	17
Laden	5
drone	7
strikes	52
makes	35
remote	10
areas	91
southern	42
main	97
base	37
LONDON	40
British	100
Prime	139
Minister	226
Theresa	33
stay	67
leader	219
provide	60
stability	35
chairman	92
Conservative	23
garnered	2
30	101
lawmakers	159
wanted	66
rebellion	10
Britain	151
enters	4
stage	27
Brexit	65
months	166
leaves	32
European	172
Union	120
must	138
redefine	2
place	133
plotters	3
say	320
shattered	2
beyond	26
repair	5
disastrous	2
comes	59
snap	13
majority	104
parliament	130
parliamentary	41
constituency	3
England	6
needs	60
calm	14
leadership	80
providing	20
cabinet	38
Senior	8
ministers	42
rallied	13
around	175
agree	39
divorce	11
EU	207
exit	29
March	87
2019	34
planned	74
scheduled	34
Downing	3
Grant	5
Shapps	4
BBC	18
radio	25
call	125
After	69
failure	22
unite	9
poor	36
writing	12
wall	53
already	145
diminished	7
June	94
days	170
Though	8
publicly	42
plot	12
blunt	6
demand	37
indicates	3
weakness	7
attempts	28
navigate	3
negotiations	67
leave	87
survival	7
dependent	5
absence	9
obvious	5
successor	20
fear	45
Conservatives	20
let	40
opposition	201
Labour	63
Jeremy	9
Corbyn	21
fell	28
quarter	40
cent	3
dollar	25
following	116
later	143
data	60
activists	58
ruined	3
fits	2
handing	6
bogus	3
employment	10
termination	3
notice	17
letters	8
falling	13
slogans	5
set	146
northern	52
English	21
city	187
Manchester	3
premiership	4
Look	4
cold	7
updating	2
plans	144
introducing	2
draft	35
bill	329
cap	14
domestic	37
prices	24
2012	60
remove	26
existed	3
included	59
supporters	99
opponents	29
unified	3
view	42
However	46
grassroots	4
share	37
desire	13
James	44
Pearson	4
Convention	13
represents	28
voluntary	4
really	46
general	155
feeling	8
appetite	2
lengthy	7
actually	31
sits	10
Board	13
ultimate	6
-making	10
body	24
To	26
trigger	14
48	19
write	15
-called	42
1922	2
Number	3
10	160
delighted	2
learn	20
leading	76
alleged	53
coup	57
Charles	17
Walker	5
vice	51
thing	35
perfectly	3
stays	7
guided	4
diplomats	29
uncertainty	39
London	67
Supporters	5
charge	38
headline	9
interior	21
minister	187
wrote	85
newspaper	74
de	52
facto	7
Damian	3
Green	21
carry	28
Environment	4
know	95
determined	9
duty	13
success	29
television	52
Many	56
contest	26
exacerbate	2
divide	13
Europe	113
helped	67
sink	7
previous	53
prime	59
David	60
Cameron	6
Major	7
Margaret	3
pave	6
way	167
Marxist	3
reverse	10
market	92
posturing	2
crying	6
Georgia	18
senators	42
candidate	224
wins	23
Atlanta	5
Journal	17
Johnny	2
Isakson	3
-election	27
Perdue	5
came	117
Senators	15
McCain	38
Ted	40
Cruz	82
block	49
potential	77
You	45
responsibility	51
elected	62
nominates	3
right	153
member	108
Judiciary	30
ensure	55
justice	72
uphold	13
Constitution	28
examine	4
based	69
merits	7
conservative	166
Justice	113
Antonin	11
Scalia	54
left	109
nine	37
-member	26
high	134
evenly	7
split	28
liberals	11
conservatives	78
Merrick	5
Garland	26
judge	73
-led	69
refused	28
pick	27
inaction	2
centrist	18
potent	2
leaning	5
tilt	8
expects	21
confirm	15
victory	82
ideological	14
balance	36
NAIROBI	5
Kenya	19
education	41
arson	9
blame	16
weekend	36
blaze	5
killed	185
pupils	3
girls	15
boarding	2
school	52
trend	9
deliberate	5
fires	10
accident	7
Fred	4
Matiang	2
fire	73
School	21
Nairobi	2
Red	11
Cross	4
feed	3
students	37
protesting	9
harsh	8
discipline	5
teaching	7
corruption	71
Canadian	25
Elizabeth	8
assistant	21
Studies	14
Simon	7
spent	43
four	171
subject	41
Students	5
interviewed	10
complained	15
food	43
scarce	3
materials	13
teachers	21
management	20
ignored	10
compared	31
schools	53
prison	54
destroyed	9
home	109
case	188
boys	8
drained	3
water	46
tanks	15
phone	51
lines	33
setting	26
principal	8
car	28
pushing	15
They	177
angry	14
collecting	4
parents	28
bus	6
bought	12
hospital	26
treatment	27
drove	13
charged	49
beds	3
peak	6
exams	3
always	40
listens	2
Around	7
350	2
Kenyan	3
caught	17
academic	10
76	6
2011	63
available	24
dismissed	43
afterward	2
successful	18
prosecutions	5
frequently	22
deadly	24
protests	67
elections	119
sometimes	21
violent	36
residents	55
successfully	7
causes	11
sought	55
authorities	124
present	28
threat	74
citizens	50
heard	38
attacks	129
related	32
appointments	7
bring	60
rewards	5
faced	36
sector	42
kind	49
politicization	2
East	90
Africa	42
largest	72
unemployment	12
rife	3
difficult	58
ordinary	6
Control	6
salary	8
extra	9
fees	22
charges	103
Lindsey	14
Graham	26
agreed	89
sanctions	149
Korea	315
summit	59
diplomacy	17
solution	34
tensions	57
Pyongyang	51
appears	23
escalated	6
nuclear	147
Can	5
agreeing	6
front	67
-runner	28
attracted	8
audience	7
seven	62
among	165
cycle	10
ratings	14
figures	26
According	20
Nielsen	2
watched	17
-off	12
beating	4
encounter	5
-ever	3
drew	34
viewers	4
rally	57
hosted	12
participate	8
anger	24
moderator	3
Last	43
-minute	9
Chairman	28
Roger	5
Ailes	4
failed	93
Iowa	33
nominating	32
8	134
Instead	18
promoted	8
charity	24
MSNBC	13
combined	9
crowd	27
watching	11
snub	2
powerful	50
forces	142
politics	68
good	121
relationship	60
properly	11
got	57
tough	41
Hampshire	10
claims	55
trail	20
viewership	2
debates	10
And	87
managed	22
dominating	2
Google	17
Despite	23
-largest	18
beaten	4
24	46
TV	46
topped	3
broadcast	9
shows	29
higher	48
though	76
About	26
December	56
smallest	4
gotten	3
lower	56
Additional	7
reporting	26
Lisa	8
Alistair	2
Bell	4
sponsor	10
produced	17
Agency	53
KIEV	3
Moldova	7
ruling	135
Plahotniuc	5
accused	128
harassing	2
dozens	22
cases	78
ratcheting	3
long	175
-running	3
diplomatic	62
row	7
absentia	3
investigators	21
orchestrating	6
attempted	20
murder	16
banker	5
Without	12
frame	6
enforcement	51
watch	17
lists	10
retaliation	6
Moldovan	5
prevent	43
dissemination	3
foreign	255
-language	3
channels	19
falsely	5
accusing	16
us	120
ethnic	56
political	350
hatred	6
theft	5
virtually	9
email	54
representative	37
failing	23
thus	8
went	55
explicit	6
ministry	95
prosecutor	61
immediately	123
requests	48
Maria	9
Zakharova	5
Ministry	54
openly	8
-Russian	10
actions	46
foster	3
closer	24
Nevertheless	5
-term	53
development	56
friendly	13
partner	51
relations	103
neutral	5
-standing	19
historical	8
peoples	4
Ex	3
politically	27
divided	30
pro	92
-Western	3
favors	9
integration	8
-backed	62
Igor	3
Dodon	2
embroiled	8
series	44
apparatus	3
seeking	73
derail	4
probe	40
laundering	6
operation	45
traveled	9
behavior	30
ongoing	30
investigations	35
locally	5
toward	78
colleagues	13
act	51
blackmail	2
harassment	22
abusive	3
illegal	71
democratic	34
adopted	14
combating	4
propaganda	19
banning	14
airing	2
analytical	2
programs	56
broadcasting	5
Nobody	8
question	73
specific	32
whose	107
purpose	9
manipulation	3
disinformation	3
author	7
MP	4
refuse	8
sign	46
circumstances	14
limiting	13
republic	5
document	14
contradicts	2
norms	5
freedom	58
constitution	25
JERUSALEM	9
Western	74
standing	33
Jews	11
permitted	9
pray	8
words	20
note	12
monumental	2
stones	6
accompanied	7
Rabbi	2
Rabinowitz	2
Radio	2
One	82
speaks	3
united	16
ancient	3
captured	28
1967	9
Middle	46
war	155
considers	16
status	38
internationally	11
understands	5
significance	4
Jewish	15
perhaps	14
times	64
moved	42
size	14
presented	16
maps	3
past	124
finds	2
joined	31
-in	39
-law	18
Jared	16
Kushner	39
Orthodox	3
shortly	25
prayers	10
Both	52
wore	5
black	41
caps	4
worn	4
religious	52
respect	40
moments	2
resting	3
blocks	5
withdrew	14
smiled	3
briefly	12
walk	13
backwards	2
visited	33
prayed	3
site	36
became	39
visible	2
portion	12
stands	14
60	37
feet	9
meters	9
structure	9
temple	2
stood	20
Old	6
City	67
70	31
D	19
Temple	2
Mount	7
Judaism	3
Sanctuary	3
Mosque	6
Islam	30
gold	17
Rock	4
Access	3
quarters	4
Christian	51
shut	37
area	91
scene	19
multiple	32
stabbing	2
targeting	17
couple	19
aside	18
Melania	11
Ivanka	9
wife	49
nearby	20
section	11
women	124
allowed	69
Like	13
towering	2
cracks	2
something	50
submitting	4
dressed	7
hair	5
partially	7
covered	16
small	71
hat	5
Video	6
footage	8
showed	105
sparked	17
controversy	20
planning	33
Benjamin	18
Netanyahu	41
accompany	6
State	358
Department	225
officially	11
occupied	12
50	63
ago	100
seek	59
-Brexit	5
membership	12
customs	7
union	45
discussion	37
embarrassment	5
meaning	22
phrase	7
coalition	188
chaos	15
Keir	2
Starmer	2
tentative	2
Brussels	43
dashed	2
minute	4
Will	13
rethink	3
reckless	7
red	28
options	32
table	9
negotiation	12
Northern	29
Ireland	41
Davis	22
suggestion	19
Kingdom	10
wrong	29
BRUSSELS	24
executive	139
Jean	13
-Claude	8
Juncker	37
blasted	5
answer	32
huge	28
numbers	27
negotiators	19
due	99
Hours	5
negotiator	14
Michel	10
Barnier	5
negotiating	19
seriously	22
echoed	10
bloc	57
refusal	10
terms	52
scoffed	2
raft	3
papers	8
summer	25
shown	21
responding	6
detailed	15
proposals	48
27	37
states	207
read	21
attention	26
truly	7
envoys	5
annual	39
So	35
settled	5
issues	109
Britons	4
stretch	4
across	102
island	56
UK	17
resolved	9
cannot	69
mix	5
firm	76
instructions	4
governments	60
phasing	2
accepted	13
fully	41
knowing	4
First	35
settle	16
look	50
Parliament	19
Antonio	23
Tajani	5
piling	3
evening	30
Negotiators	2
began	55
morning	31
owe	4
departure	21
particularly	35
explosive	15
sides	58
hope	59
reach	44
outline	5
transition	63
100	71
five	147
forums	2
headquarters	19
assessment	9
paying	20
billion	177
euros	27
72	8
sum	4
unacceptable	19
rhetoric	50
ill	11
played	24
hour	16
cordial	2
constructive	13
feels	7
position	96
discussions	52
October	74
show	97
flexibility	7
talk	45
results	42
defense	82
Fallon	12
resignation	36
growing	63
sexual	54
scandal	28
prompted	37
wholesale	3
locker	7
culture	17
-profile	14
reform	118
800	20
concentrated	2
hands	37
wielded	2
junior	12
aides	46
loss	22
hole	4
odds	16
everything	39
austerity	7
agenda	53
losing	28
replacement	21
disruption	6
possible	106
touching	7
presenter	2
knee	2
2002	6
allegations	89
conduct	31
false	22
accept	42
fallen	12
standards	27
require	40
armed	52
honor	11
represent	15
offering	18
detail	11
nature	13
reflected	8
therefore	5
resigning	6
replied	8
appreciated	3
manner	10
considered	46
example	32
wish	15
launch	27
reshuffle	2
Irish	24
keen	7
try	65
fallout	9
abuse	32
misconduct	27
Hollywood	8
producer	11
Harvey	9
Weinstein	3
hundreds	43
thousands	77
stories	15
improper	7
bastion	2
tradition	6
exception	5
Ruth	2
Davidson	2
Scotland	18
break	33
things	51
broken	14
male	5
-dominated	9
prevailed	2
bit	43
laugh	4
stop	82
Allegations	2
rape	14
activist	18
serial	2
sex	16
reportedly	5
drafted	5
researchers	5
sat	6
beside	3
Commons	2
Andrea	4
Leadsom	2
enforce	9
code	28
independent	46
grievance	3
procedure	9
ordered	51
report	147
female	13
buy	33
toys	2
allegation	10
inappropriate	7
young	44
denies	55
championed	3
careers	3
JOHANNESBURG	2
man	95
South	218
African	48
Cyril	5
Ramaphosa	29
becoming	32
overlooked	2
abilities	2
apparent	8
Whenever	2
Nelson	3
Mandela	4
breakthrough	9
end	156
apartheid	4
turn	43
reputation	19
Using	4
skills	3
disputes	19
mining	33
bosses	2
steered	4
conclusion	5
allowing	34
sweep	3
1994	9
heir	3
pressured	5
picking	9
Mbeki	2
ANC	11
fought	22
exile	15
run	92
65	9
favorites	3
probably	33
electoral	25
dominance	8
ambition	6
whole	33
adult	3
quite	15
clearly	23
wounded	22
period	37
Anthony	7
written	25
Dlamini	4
-Zuma	4
pace	10
affect	17
gets	14
powers	48
trained	5
lawyer	77
vowed	43
fight	95
slowed	6
near	90
Jacob	4
Zuma	7
gone	17
investors	44
handling	14
clashed	10
promised	30
radical	16
wealth	13
redistribution	2
popular	50
poorer	7
racial	22
inequality	12
While	82
story	75
backed	59
transformation	2
tends	2
pronouncements	3
cautious	10
Analysts	8
previously	60
married	11
Unlike	10
driven	8
opposing	15
hardline	14
minority	55
rule	148
within	89
prominently	2
defending	8
miners	14
NUM	2
relatively	7
Venda	2
able	79
overcome	7
divisions	17
constrained	2
larger	17
massive	26
strike	46
led	101
taught	7
force	68
Anglo	2
shrewd	2
understanding	12
knows	18
situation	68
importance	31
contribution	6
commentators	4
referred	21
stages	5
Before	17
important	81
drafting	5
missing	23
active	16
focus	60
His	80
vehicle	18
Shanduka	3
grew	17
rapidly	10
acquired	8
stakes	10
firms	42
mobile	11
operator	11
McDonald	2
franchise	2
recalled	6
passionate	4
required	37
contribute	11
charitable	6
improving	9
By	35
worth	25
rand	4
today	51
richest	6
task	9
turning	14
grappling	4
credit	22
rating	9
downgrades	4
Johannesburg	3
township	4
Soweto	3
spur	9
respected	16
finance	54
narrative	5
better	82
Signs	2
weeks	107
non	79
director	130
halt	27
wildcat	3
Marikana	2
mine	9
ended	28
police	190
shooting	22
34	17
strikers	2
dead	34
An	62
subsequently	5
families	38
victims	31
urging	24
intervene	2
My	19
conscience	4
participated	7
deaths	17
Others	21
unconvinced	2
suggests	8
Holomisa	2
politician	17
worked	54
closely	35
1990s	18
machinery	2
acted	3
For	74
graphic	13
click	15
mobility	2
struggling	20
Americans	119
impoverished	8
greater	34
Shiva	2
Daniels	6
person	55
housing	26
escape	18
crime	41
-plagued	2
neighborhood	11
Dallas	7
Texas	95
suburb	7
property	29
company	134
Today	29
house	57
rents	3
yard	2
safely	2
drugs	25
gang	25
violence	99
31	26
monthly	11
receives	5
happen	42
afford	16
poverty	11
heart	21
talked	14
aiding	5
inner	5
cities	39
assistance	29
provided	35
Housing	4
Development	6
HUD	15
fall	33
victim	9
fiscal	58
consideration	13
increased	28
military	344
dozen	32
congressional	77
budget	174
54	12
discretionary	3
dramatically	14
safety	52
-net	2
entitlements	3
Medicare	3
Social	34
Security	94
experts	62
Altogether	2
paint	4
bleak	2
picture	11
landscape	4
low	62
-income	17
warn	3
deep	37
cuts	69
funds	56
homes	22
grant	9
revitalize	2
urban	7
neighborhoods	4
ripple	2
effect	45
rise	26
declines	2
affordable	7
vouchers	3
renters	5
eventually	20
bad	31
Carol	3
puts	9
rental	3
provides	10
form	47
landlords	2
comprises	2
85	15
sends	7
annually	12
directly	39
communities	35
grants	10
eligible	15
receive	24
mandate	21
point	71
mandated	5
sequestration	3
hit	48
nationwide	20
Douglas	3
Rice	3
Center	36
Budget	15
nonpartisan	7
tank	18
estimates	13
critics	40
agency	151
-development	2
inefficient	3
live	33
mission	31
proportion	6
line	68
14	49
35	37
difficulty	7
shaking	5
bureaucratic	3
vulnerable	9
center	69
bid	41
Reagan	15
Administration	14
Jackson	6
George	57
W	42
Bush	49
resigned	36
contracts	13
friends	26
Charges	2
brought	70
sports	15
teams	9
seem	9
Albright	2
lobbyist	7
Jack	6
selected	6
Ben	30
Carson	11
neurosurgeon	4
Although	20
orthodoxy	2
discourage	2
Detroit	12
gives	15
unique	7
perspective	6
mother	32
similar	52
interviews	14
pledged	24
protect	71
preserve	15
initiatives	10
funding	91
rehabilitate	2
facilities	24
proposed	90
trillion	30
determination	11
hurt	24
Office	48
Management	20
request	98
narrow	13
requirements	24
limits	23
child	21
welfare	12
benefits	33
function	11
Tax	11
